gbifID,datetime,decimalLatitude,decimalLongitude
5062708249,2024-05-18,49.218181,-121.06765
5062703287,2024-05-26,49.66052,-117.493662
5062696306,2023-09-21,46.758167,-121.451198
5062695270,2024-05-30,51.930697,-120.102874
5062691664,2023-09-03,46.278656,-121.593552
5062687268,2024-05-26,46.766683,-121.788933
5062683523,2023-09-12,48.06061,-115.698041
5062675279,2024-05-18,49.21795,-121.066986
5062667258,2024-05-27,44.329717,-116.190239
5062663249,2024-05-25,47.422042,-113.753403
5062662539,2023-07-31,51.495035,-120.767553
5062662095,2024-05-12,47.355655,-121.243272
5062657004,2023-08-26,48.014004,-124.121374
5062654826,2023-07-04,44.143405,-110.998393
5062654719,2023-06-12,50.456255,-119.304445
5062653789,2023-06-10,43.794822,-122.72558
5062653781,2023-06-06,49.856819,-125.8722
5062653124,2023-10-07,45.762107,-122.24564
5062652952,2023-08-21,48.731798,-113.720353
5062652704,2023-06-29,48.305855,-117.007447
5062651807,2023-06-25,52.154,-120.203995
5062650674,2023-06-06,49.853022,-125.874481
5062650563,2023-05-17,49.447447,-117.581956
5062649841,2023-07-07,49.722561,-125.310958
5062649178,2023-09-13,46.32723,-122.157808
5062648837,2023-07-16,44.485562,-111.447922
5062648801,2023-07-06,47.318525,-121.252473
5062648234,2023-10-15,47.420143,-121.572435
5062648076,2023-09-02,48.825057,-113.733853
5062648072,2023-08-31,47.741246,-121.086722
5062648051,2023-08-24,47.626708,-123.7108
5062645825,2023-06-13,50.433074,-122.254671
5062645680,2023-06-11,49.082169,-121.416617
5062645652,2023-06-06,49.595095,-121.125239
5062644796,2023-07-01,49.675896,-125.580148
5062644749,2023-06-25,47.519688,-123.335908
5062644708,2023-06-10,47.424103,-121.421221
5062644079,2023-09-02,48.155792,-113.950653
5062644047,2023-08-21,43.764576,-110.758005
5062643680,2023-06-06,49.592328,-121.129052
5062643057,2023-09-30,49.612887,-121.065575
5062643048,2023-09-30,48.016949,-123.742081
5062642791,2023-07-16,50.039004,-123.10385
5062641954,2023-08-23,48.716161,-121.808608
5062641784,2023-07-05,48.129349,-116.522527
5062641691,2023-06-22,51.760567,-119.937622
5062639793,2023-07-03,49.67954,-125.29025
5062639781,2023-07-07,49.088909,-121.452187
5062639742,2023-06-29,48.29781,-113.930166
5062639141,2023-09-27,43.653115,-111.096914
5062638850,2023-07-13,49.579513,-125.532045
5062638769,2023-06-25,49.059447,-120.829942
5062637667,2023-06-05,51.962122,-120.136048
5062637142,2023-06-16,49.131752,-120.627869
5062636997,2023-08-16,47.43993,-87.877333
5062636817,2023-07-05,48.327522,-113.994576
5062636758,2023-06-22,47.441158,-120.939828
5062636251,2023-10-02,50.51909,-122.1671
5062635799,2023-06-22,49.336188,-122.478638
5062635742,2023-06-11,52.25877,-121.417687
5062633793,2023-06-24,49.171381,-125.304846
5062633686,2023-06-06,49.591185,-121.132083
5062632829,2023-07-13,46.467267,-114.214288
5062632826,2023-07-13,47.447117,-87.785453
5062632758,2023-06-24,49.248837,-125.371313
5062632748,2023-06-23,43.575624,-122.194504
5062632193,2023-10-07,45.764701,-122.255067
5062631668,2023-06-11,46.808739,-116.896167
5062630791,2023-06-25,48.212341,-121.087975
5062629792,2023-06-25,49.104797,-121.780425
5062629027,2023-08-26,48.678238,-113.596083
5062628626,2023-06-06,49.590959,-121.132505
5062628045,2023-08-15,46.562395,-86.36863
5062627865,2023-06-29,49.217288,-121.068733
5062627638,2023-05-25,52.399854,-121.457807
5062626929,2023-07-22,47.469288,-87.803217
5062626866,2023-07-18,47.424615,-88.234471
5062626864,2023-07-08,45.223858,-122.014714
5062626805,2023-07-04,46.276191,-121.599307
5062626760,2023-06-26,49.145567,-119.168296
5062625968,2023-08-05,47.474594,-87.897453
5062623954,2023-08-10,47.4685,-87.860077
5062623057,2023-08-17,47.472018,-88.044716
5062621995,2023-08-19,45.703019,-121.752472
5062621555,2023-05-27,47.183472,-113.520103
5062621007,2023-08-22,47.152417,-121.43457
5062620791,2023-07-03,49.710653,-116.914096
5062620641,2023-06-04,47.851933,-120.962967
5062620163,2005-05-30,44.337681,-116.172078
5062618773,2023-06-25,49.030967,-120.830138
5062618691,2023-06-11,44.942437,-116.08044
5062618605,2023-05-26,51.004547,-118.206467
5062617836,2023-07-01,49.675896,-125.580148
5062617835,2023-07-01,49.675896,-125.580148
5062615821,2023-07-08,45.244962,-122.004678
5062615819,2023-07-03,49.68317,-125.30524
5062614834,2023-07-13,50.082895,-123.049203
5062614820,2023-07-14,46.981171,-121.89555
5062614787,2023-06-29,49.734703,-125.348961
5062613809,2023-06-21,47.372983,-121.471731
5062613767,2023-06-10,45.102464,-121.751817
5062613653,2023-05-21,46.774615,-121.554879
5062612266,2023-09-30,48.718145,-116.710253
5062610989,2023-07-13,47.031411,-121.821517
5062610975,2023-07-14,45.417591,-121.447623
5062610916,2023-06-16,46.840964,-121.557419
5062610149,2023-09-24,47.369208,-121.346108
5062609798,2023-06-24,47.383676,-121.446445
5062609741,2023-06-07,48.578697,-120.626511
5062609737,2023-06-11,48.517828,-120.672036
5062609178,2023-10-01,46.141492,-122.285497
5062608772,2023-06-11,44.399866,-122.092567
5062608654,2023-05-27,45.716843,-121.970459
5062608622,2023-05-20,47.500096,-121.741021
5062606994,2023-08-18,48.861317,-121.683327
5062606971,2023-08-15,46.568305,-86.37358
5062606853,2023-07-09,47.379095,-113.818413
5062605804,2023-07-02,50.411524,-122.440244
5062604855,2023-07-13,47.446428,-87.78402
5062604835,2023-07-08,47.471452,-87.800447
5062604190,2023-09-24,48.865207,-121.721255
5062602736,2023-06-10,45.101814,-121.746825
5062602585,2023-05-14,46.30798,-114.234452
5062602185,2023-07-19,54.857388,-126.755768
5062601848,2023-07-10,47.619509,-115.867825
5062600967,2023-08-13,46.646263,-86.199784
5062600707,2022-09-30,54.782332,-127.168554
5062600200,2023-10-07,45.729123,-122.26207
5062600146,2023-09-30,46.860113,-121.494445
5062599761,2023-06-25,49.058164,-120.825012
5062599085,2023-08-31,47.819626,-120.806867
5062599074,2023-08-08,44.097583,-114.955575
5062599067,2023-08-14,53.094077,-120.795768
5062597946,2023-08-23,47.580391,-117.120673
5062597608,2023-06-06,49.856053,-125.872772
5062597018,2023-08-21,42.879587,-122.136958
5062596175,2023-07-19,54.866123,-126.776917
5062595825,2023-07-18,48.551529,-113.984764
5062595694,2023-06-24,43.855125,-110.961258
5062595599,2023-06-05,48.385349,-116.293082
5062593677,2023-06-10,51.304347,-117.056305
5062593005,2023-09-02,48.822646,-113.74063
5062592838,2023-07-14,46.797651,-121.736593
5062591943,2023-07-16,47.219088,-113.155053
5062590760,2023-06-26,49.055256,-120.8237
5062588869,2023-07-17,44.52544,-110.847924
5062588248,2023-10-17,44.38097,-122.004051
5062587881,2023-07-18,44.931758,-116.085311
5062587763,2023-06-22,47.441178,-120.93985
5062587673,2023-06-08,44.405386,-121.864295
5062587239,2018-07-13,46.651361,-86.033514
5062586974,2022-09-04,47.41733,-115.8629
5062586811,2022-06-28,46.754355,-121.559692
5062585993,2022-08-13,44.192825,-110.871955
5062585097,2022-09-03,48.729788,-121.134925
5062585048,2022-08-09,49.501042,-125.590156
5062584186,2022-09-30,48.5298,-124.099937
5062584104,2022-09-03,49.753272,-125.301995
5062579109,2022-08-19,51.439081,-116.540161
5062579080,2022-07-15,52.601654,-125.820755
5062577056,2022-08-19,51.439003,-116.539461
5062576974,2022-09-03,47.877471,-123.443141
5062576027,2022-09-14,52.257897,-128.051515
5062575024,2022-09-03,48.741608,-121.128555
5062575020,2022-09-03,47.415591,-121.441411
5062571971,2022-07-31,50.708645,-119.101334
5062571926,2022-08-12,44.175338,-110.91552
5062571099,2022-10-04,48.51625,-120.732675
5062570961,2022-08-12,44.077153,-114.987822
5062570955,2022-08-02,49.665805,-117.285422
5062569993,2022-09-24,50.151094,-123.056633
5062569091,2022-09-11,52.023993,-127.630664
5062569035,2022-08-12,48.845472,-120.69359
5062568122,2022-10-07,46.815617,-116.884964
5062567084,2022-09-15,53.556231,-129.566478
5062567011,2022-09-03,48.729867,-121.133867
5062566126,2022-08-21,49.660219,-125.172419
5062565066,2022-07-13,52.536842,-125.819695
5062564941,2022-08-09,48.658936,-121.033569
5062561968,2022-08-08,52.105389,-120.19469
5062560903,2022-08-13,47.795907,-120.896354
5062560892,2022-08-08,50.035788,-123.118548
5062560122,2022-09-04,47.408164,-115.924805
5062559050,2022-09-25,49.41242,-123.193222
5062557984,2022-08-11,49.58807,-121.134247
5062557974,2022-08-09,51.961955,-120.142158
5062556925,2022-08-04,43.639397,-110.659625
5062556201,2022-10-09,46.785492,-121.741645
5062556121,2022-09-03,49.745667,-125.319702
5062555039,2022-08-13,46.174953,-122.217888
5062553092,2022-08-03,50.505905,-118.314362
5062552994,2022-08-07,48.956062,-121.639
5062552079,2022-09-13,52.307532,-128.35006
5062552072,2022-10-01,44.933632,-116.077902
5062550998,2022-08-27,53.096131,-121.519853
5062550939,2022-08-13,49.207417,-114.093742
5062550018,2022-08-12,45.325768,-121.660828
5062550016,2022-08-11,50.846944,-120.050556
5062548902,2022-08-10,48.657092,-120.720985
5062547955,2022-08-13,44.182872,-110.887938
5062547074,2022-09-25,50.59583,-115.146806
5062546046,2022-09-04,47.415828,-115.862847
5062544962,2022-08-13,47.441655,-121.291145
5062542056,2022-07-14,52.584919,-125.842209
5062541041,2022-07-29,50.159981,-118.740623
5062540099,2022-07-16,52.590775,-125.853676
5062537973,2022-09-02,43.727167,-110.766131
5062536078,2022-10-09,46.787175,-121.746437
5062535931,2022-08-13,44.179725,-110.887817
5062535129,2022-10-04,44.494942,-121.924333
5062535035,2022-09-02,50.458033,-119.30893
5062532036,2022-09-27,51.040999,-118.14825
5062531977,2022-07-29,50.165951,-118.728355
5062531945,2022-08-09,49.493128,-125.586622
5062531928,2019-07-28,50.969722,-122.772778
5062531035,2022-08-18,49.068681,-117.249633
5062530074,2022-09-13,52.286182,-128.325122
5062529995,2022-08-02,50.150856,-118.983772
5062528975,2022-09-24,47.881434,-123.049353
5062528927,2022-09-04,47.415638,-115.862642
5062527998,2022-07-29,50.160721,-118.735283
5062527126,2022-10-16,48.637685,-124.581378
5062525416,2017-08-06,48.708028,-117.038672
5062524006,2022-08-14,49.5923,-125.533432
5062522595,2001-09-30,50.105855,-123.202249
5062521953,2022-08-13,48.315476,-117.237224
5062521024,2022-09-30,48.51788,-120.671463
5062520958,2022-08-16,51.443438,-116.530769
5062518971,2022-08-12,49.751884,-125.295753
5062518278,2022-08-11,49.408695,-114.391967
5062518030,2022-08-05,50.4883,-118.231575
5062490872,2020-08-10,49.533995,-125.522981
5062471392,2018-08-04,43.638562,-110.799444
5062452875,2020-08-14,49.699425,-125.348406
5051225421,1982-06-24,54.718819,-110.988956
5037235097,2024-06-28,49.038815,-113.970059
5037230645,2024-06-24,49.484898,-115.096642
5037230589,2024-09-27,49.019736,-114.066125
5037230577,2024-08-29,49.566494,-121.145736
5037230567,2024-09-15,45.316083,-121.642147
5037230454,2024-08-02,43.765267,-110.750213
5037230318,2024-06-09,48.778706,-121.972929
5037228406,2024-09-14,45.420625,-121.823083
5037228379,2024-09-01,50.361092,-119.10128
5037228350,2024-08-18,48.51827,-120.671212
5037222365,2024-09-24,48.757806,-113.787022
5037222359,2024-09-23,43.76548,-110.748138
5037215332,2024-08-08,46.97406,-121.639499
5037215330,2023-06-02,49.686572,-116.010097
5037201262,2024-08-19,48.517916,-121.599693
5037201217,2024-09-15,50.210637,-123.259383
5037201107,2024-08-01,47.384188,-121.446678
5037200994,2024-06-27,50.973608,-119.419053
5037200911,2024-05-12,45.612653,-123.515097
5037193492,2022-09-16,49.541028,-125.678959
5037193399,2024-08-29,43.76773,-122.052628
5037188470,2024-09-03,50.369708,-122.498505
5037176889,2024-09-15,46.883105,-87.931368
5037176747,2024-07-17,49.218159,-121.06797
5037172099,2023-04-30,47.669333,-116.746253
5037169740,2024-10-05,46.033686,-117.908811
5037169655,2024-08-31,43.572133,-111.206642
5037169612,2024-08-10,49.767283,-125.844672
5037169398,2024-05-17,50.457295,-119.26908
5037168722,2024-07-24,50.996425,-118.247872
5037168309,2020-08-22,44.488695,-111.443383
5037168017,2024-08-03,55.133568,-126.652008
5037167895,2024-07-14,45.435183,-121.756425
5037167852,2024-07-04,45.295824,-121.761121
5037167762,2024-05-20,49.375119,-123.166017
5037165622,2024-10-01,44.999417,-116.061547
5037165532,2024-08-26,45.302517,-121.794028
5037164786,2024-09-30,49.730809,-118.917849
5037164676,2024-08-13,49.726647,-118.929062
5037164527,2024-06-16,49.313042,-125.24459
5037164467,2024-05-17,49.008098,-121.049013
5037162754,2024-08-23,48.684833,-113.755143
5037162667,2024-07-05,48.552395,-113.988161
5037159888,2024-08-19,48.51887,-121.600248
5037158696,2024-08-31,53.665887,-122.302191
5037158623,2024-07-21,49.676406,-125.582944
5037158544,2024-07-03,43.69143,-122.044041
5037155680,2024-08-19,48.520969,-121.606583
5037155605,2024-09-06,47.544184,-121.405101
5037152965,2024-08-24,44.260525,-121.78492
5037152892,2024-07-27,46.96907,-114.979337
5037152838,2024-07-04,55.116325,-124.044266
5037151783,2024-08-23,49.735922,-125.313756
5037151766,2024-08-18,44.6823,-121.85267
5037150763,2024-09-19,48.684185,-113.756033
5037150761,2024-06-01,49.507862,-116.774094
5037150611,2024-07-23,45.24286,-117.663188
5037150505,2024-06-14,45.255755,-121.71547
5037150504,2024-06-07,44.364955,-115.811638
5037148817,2024-09-13,51.281697,-117.075179
5037148742,2024-08-08,50.34283,-119.116171
5037148625,2024-07-01,49.590908,-121.132592
5037144829,2024-09-30,49.726142,-118.922666
5037144728,2024-07-27,47.448292,-120.9482
5037144534,2024-05-18,49.105775,-121.136762
5037143859,2024-09-12,46.752936,-116.969897
5037143840,2024-09-10,49.745589,-117.647119
5037143659,2024-06-28,48.855595,-113.667587
5037139200,2024-07-24,44.940494,-116.075917
5037133749,2023-08-21,51.584292,-116.660726
5037133599,2024-06-20,49.395875,-118.510247
5037131476,2024-09-15,46.86493,-117.163047
5037131458,2024-09-07,51.545565,-116.540144
5037131418,2024-08-19,48.953616,-121.66866
5037131361,2024-07-24,45.338994,-111.441034
5037130117,2024-08-31,43.572283,-111.206812
5037130096,2024-08-18,47.430653,-121.382751
5037130041,2024-07-27,48.553505,-113.98008
5037129977,2024-07-04,48.552322,-113.98803
5037129098,2024-08-14,49.74283,-114.622812
5037128943,2024-06-22,45.940683,-122.040552
5037128817,2024-04-14,46.809169,-116.889186
5037127285,2024-08-01,47.60555,-120.892845
5037125113,2024-06-26,49.059715,-117.041229
5037125106,2024-06-25,49.007935,-116.880417
5037125045,2024-09-15,46.848237,-87.886178
5037125018,2024-09-03,51.257717,-117.506012
5037124893,2024-07-07,49.705467,-125.315437
5037124810,2024-06-08,49.220535,-124.601082
5037124750,2024-05-06,47.804357,-120.73103
5037120861,2024-07-24,44.940866,-116.07524
5037120429,2022-07-23,49.204905,-122.117469
5037115024,2024-07-14,45.436272,-121.75698
5037113549,2024-10-08,47.306422,-120.397095
5037113491,2024-09-14,43.913295,-110.545342
5037113448,2024-07-12,44.547747,-115.697762
5037112415,2024-08-09,47.607963,-120.893295
5037111807,2009-07-01,49.20428,-117.891583
5037111556,2024-08-18,49.698655,-125.334403
5037111384,2024-06-11,48.856164,-121.682846
5037109130,2024-08-20,45.223137,-121.69268
5037109092,2024-08-09,52.486813,-121.720742
5037106892,2024-08-23,44.990834,-115.960685
5037106864,2024-08-13,49.734722,-118.939972
5037106792,2024-07-04,47.983519,-123.511991
5037100945,2024-09-21,44.919403,-116.082237
5037100916,2024-09-13,51.28173,-117.074888
5037100804,2024-07-28,47.08645,-114.527467
5037100693,2024-06-11,45.082067,-116.529542
5037099770,2024-07-07,49.704628,-125.31658
5037099721,2024-06-23,47.470387,-87.802812
5037099443,2023-05-12,50.220049,-122.881826
5037099371,2022-07-30,49.743009,-125.315338
5037098541,2024-07-23,49.723989,-125.310889
5037098345,2024-08-19,42.300567,-122.271325
5037098326,2024-07-28,52.941477,-126.471587
