gbifID,reproductiveCondition,occurrenceStatus,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedDate,dateIdentified,elevation,elevationAccuracy,hasCoordinate,hasGeospatialIssues,used_llm
5103602387,,PRESENT,1991-07-26,1991-07-26,207.0,207.0,1991.0,7.0,26.0,26-Jul-91,,"United States, Wyoming, Teton County",,US,Wyoming,Teton County,,"Teton Range, North Fork Teton Creek, within 1 mile (by air) of trailhead, 10 miles ENE (by air) Driggs","Teton Range, N Fork Teton Creek Within 1 air mi. of Trail Head, 10 air mi. ENE Driggs (T44N, R117W, Sec 20) 7000-7800 Ft",,,,43.9139214,-110.6380363,,1991-07-26 00:00:00,1991-07-26T00:00:00,2255.5,121.5,False,False,False
5103598314,,PRESENT,1975-08-16,1975-08-16,228.0,228.0,1975.0,8.0,16.0,16 AUG 1975,in open disturbed sites,"United States, Idaho, Idaho County",,US,Idaho,Idaho County,,"64 miles E (by road on United States Highway Highway 12) of Lowell, Clearwater National Forest, Jerry Johnson Campground","64 mi. (by USHY 12) E Lowell, Clearwater Natl Forest, Jerry Johnson Campground 3000 Ft",,,,45.7680684,-115.5160723,,1975-08-16 00:00:00,1975-08-16T00:00:00,914.0,0.0,False,False,False
5103581336,,PRESENT,1995-07-25,1995-07-25,206.0,206.0,1995.0,7.0,25.0,25-Jul-95,,"United States, California, Plumas County",NORTH_AMERICA,US,California,Plumas County,,"tributary of E Branch Coldwater Creek, 2 miles SSW of Faggs Reservoir","Tributary of East Branch Coldwater Creek, 2 mi. SSW Faggs Reservoir (T23N, R7E, Sec 28, SW 1/4) 5440 Ft.",,,,39.818851,-121.194582,164.0,2021-07-27 00:00:00,1995-07-25T00:00:00,1658.0,0.0,True,False,False
5089841149,,PRESENT,1925-07-25T00:00,,206.0,206.0,1925.0,7.0,25.0,,,,,,,,,"Seeley Lake, west side slough, north end",,,,,47.1552987,-113.4484281,,,,,,False,False,True
5087050843,,PRESENT,2024-08-18T10:56:45,10:56:45-07:00,231.0,231.0,2024.0,8.0,18.0,2024-08-18 10:56:45,,,NORTH_AMERICA,US,Oregon,,,,"Crater Lake National Park, Klamath County, US-OR, US",,,,42.898628,-122.1347,4.0,,2025-02-17T04:56:41,,,True,False,False
5086988316,,PRESENT,2023-08-05T16:48:01,16:48:01-06:00,217.0,217.0,2023.0,8.0,5.0,2023-08-05 16:48:01-06:00,,,NORTH_AMERICA,US,Idaho,,,,"Boise National Forest, Ola, ID, US",,,,44.340827,-116.179012,7270.0,,2023-08-06T16:57:28,,,True,False,False
5086948095,,PRESENT,2023-06-16T12:07,12:07:00-04:00,167.0,167.0,2023.0,6.0,16.0,2023-06-16 12:07:00,,,NORTH_AMERICA,US,Michigan,,,,"Alger County, US-MI, US",,,,46.476605,-86.435675,26999.0,,2023-06-20T02:51:41,,,True,False,False
5080821980,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
5080820308,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
5080810213,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
5080802530,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
5076898412,,PRESENT,2024-08-12T16:29,16:29:00-07:00,225.0,225.0,2024.0,8.0,12.0,2024/08/12 4:29 PM,,,NORTH_AMERICA,CA,British Columbia,,,,"Central Kootenay, BC, Canada",,,,49.430981,-117.254814,4.0,,2025-02-15T19:12:26,,,True,False,False
5076887582,fruits or seeds,PRESENT,2024-07-19T15:03:19,15:03:19-07:00,201.0,201.0,2024.0,7.0,19.0,2024-07-19 15:03:19-07:00,,,NORTH_AMERICA,US,Oregon,,,,"Zigzag Ranger Station, Government Camp, OR, US",,,,45.186626,-121.758192,2.0,,2025-02-09T06:36:09,,,True,False,False
5076884508,,PRESENT,2024-07-06T10:31:47,10:31:47-07:00,188.0,188.0,2024.0,7.0,6.0,2024-07-06 10:31:47-07:00,,,NORTH_AMERICA,US,Oregon,,,,"Willamette National Forest, Cascadia, OR, US",,,,44.394528,-122.1483,7.0,,2024-07-08T18:00:09,,,True,False,False
5076855452,,PRESENT,2024-08-13T14:19,14:19:00-07:00,226.0,226.0,2024.0,8.0,13.0,2024/08/13 2:19 PM,,,NORTH_AMERICA,CA,British Columbia,,,,"Central Kootenay, BC, Canada",,,,49.062375,-117.038611,4.0,,2025-02-16T04:26:54,,,True,False,False
5076850350,,PRESENT,2024-08-23T09:07,09:07:00-06:00,236.0,236.0,2024.0,8.0,23.0,2024/08/23 9:07 AM,,,NORTH_AMERICA,CA,Alberta,,,,"Improvement District No. 9, AB T0L, Canada",,,,51.159927,-115.76017,,,2025-02-16T22:35:20,,,True,False,False
5076846504,,PRESENT,2024-07-06T16:08:09,16:08:09-07:00,188.0,188.0,2024.0,7.0,6.0,2024-07-06 16:08:09-07:00,,,NORTH_AMERICA,US,Oregon,,,,"Willamette National Forest, Blue River, OR, US",,,,44.207261,-122.261264,8.0,,2024-07-06T23:22:46,,,True,False,False
5076837553,,PRESENT,2024-07-03T11:07:28,11:07:28-07:00,185.0,185.0,2024.0,7.0,3.0,2024-07-03 11:07:28-07:00,,,NORTH_AMERICA,US,Oregon,,,,"Willamette National Forest, Idanha, OR, US",,,,44.681942,-121.926055,5871.0,,2024-07-08T16:00:21,,,True,False,False
5076823575,,PRESENT,2024-07-06T11:08:18,11:08:18-07:00,188.0,188.0,2024.0,7.0,6.0,2024-07-06 11:08:18-07:00,,,NORTH_AMERICA,US,Oregon,,,,"Rogue River, Idleyld Park, OR, US",,,,43.033925,-122.36692,4.0,,2024-07-07T22:40:16,,,True,False,False
5076817599,,PRESENT,2024-07-06T20:19:21,20:19:21-07:00,188.0,188.0,2024.0,7.0,6.0,2024-07-06 20:19:21-07:00,,,NORTH_AMERICA,US,Oregon,,,,"Willamette National Forest, Oakridge, OR, US",,,,43.680763,-122.05233,195.0,,2024-07-08T17:36:59,,,True,False,False
5076803764,,PRESENT,2024-08-04T19:14,19:14:00-07:00,217.0,217.0,2024.0,8.0,4.0,2024-08-04 19:14:00-07:00,,,NORTH_AMERICA,US,Oregon,,,,"Willamette National Forest, Idanha, OR, US",,,,44.422662,-122.101989,4.0,,2024-08-09T13:05:58,,,True,False,False
5069978517,,PRESENT,2014-07-27T14:42,14:42:00-07:00,208.0,208.0,2014.0,7.0,27.0,2014/07/27 2:42 PM,,,NORTH_AMERICA,US,Oregon,,,,"Browder Ridge, Linn County, OR, USA",,,,44.363509,-122.076492,511.0,,2025-02-14T01:07:50,,,True,False,False
5069792097,,PRESENT,2024-10-10T13:15,13:15:00-07:00,284.0,284.0,2024.0,10.0,10.0,2024/10/10 1:15 PM,,,NORTH_AMERICA,US,Oregon,,,,"Josephine County, OR, USA",,,,42.075827,-123.349822,1178.0,,2025-01-01T20:41:16,,,True,False,False
5069787920,,PRESENT,2023-07-11T14:47:18,14:47:18-04:00,192.0,192.0,2023.0,7.0,11.0,2023-07-11 14:47:18-04:00,,,NORTH_AMERICA,US,Michigan,,,,"Pictured Rocks National Lakeshore, Grand Marais, MI, US",,,,46.648395,-86.048718,2999.0,,2023-07-12T02:56:42,,,True,False,False
5069751518,fruits or seeds,PRESENT,2024-08-11T15:46:20,15:46:20-07:00,224.0,224.0,2024.0,8.0,11.0,2024-08-11 15:46:20-07:00,,,NORTH_AMERICA,US,Oregon,,,,"Linn County, US-OR, US",,,,44.491063,-121.912815,3.0,,2025-02-17T05:00:33,,,True,False,False
5069750906,,PRESENT,2023-07-22T18:08,18:08:00-04:00,203.0,203.0,2023.0,7.0,22.0,2023/07/22 6:08 PM,,,NORTH_AMERICA,US,Michigan,,,,"Copper Harbor, MI, USA",,,,47.467216,-87.898334,31.0,,2023-07-30T21:04:16,,,True,False,False
